,Tau,Kappa,Positive hit,Mean SNPs,SFS observed,M0 LL,M0 SFS,M1 LL,M1 SFS,d2 observed inferred,d2 models,Time
13,0.1584893192,1.9952623150000002,94,99965.93,"[0.23606272656589217, 0.13600516999384044, 0.09945169791887552, 0.07712580654933204, 0.062322660123393214, 0.049902557733280825, 0.04380358062464027, 0.03685640140155302, 0.034917653711389135, 0.031595528763139556, 0.02806135328627831, 0.025072450597275656, 0.024173760261730938, 0.02106368584209304, 0.02063958478486969, 0.02052851069845405, 0.018195954883725628, 0.016832772914079145, 0.01738814334615734]",-732.9503339512,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-398.0155954911,"[0.2599595169511959, 0.1325657861255284, 0.09009004603296099, 0.06884443899300598, 0.05609090702399347, 0.04758342160964961, 0.04150225515836682, 0.0369375435686058, 0.03338380671035283, 0.030537756388401067, 0.028206391051776664, 0.026261042957367118, 0.024612634460381894, 0.023197538587971602, 0.02196909561779672, 0.020892310707146703, 0.0199404231074371, 0.019092618905933122, 0.018332466042128175]",0.004900019452338772,0.007023226701688709,0.14850000000000002
3,0.1995262315,1.9952623150000002,99,100332.61,"[0.23400536419250823, 0.13313041818601895, 0.09777094697083848, 0.07451606746426383, 0.0622607961908206, 0.051100463088529266, 0.0436167113682709, 0.03987985816030297, 0.03476679826015329, 0.03115048870405529, 0.029312198013038804, 0.027835538277632122, 0.022993701594189796, 0.022390983334840128, 0.021637585510653045, 0.01981938542828155, 0.019106168821384443, 0.016856020653145686, 0.017850505781072636]",-853.127694111,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-120.260505091,"[0.23137650603774113, 0.1355059405201824, 0.0974119117449694, 0.07586956820038081, 0.061872345687797765, 0.05206652997978741, 0.04484910561689584, 0.03933949763898312, 0.03501054240009526, 0.03152769634637944, 0.028669319440159234, 0.026283481715866856, 0.024263032089602527, 0.02253051630811332, 0.021028713932341438, 0.019714520760937514, 0.01855489218353362, 0.017524091880696945, 0.016601787515536048]",0.0051811893927214145,0.010443815037963362,0.12150000000000001
1,0.2511886432,1.9952623150000002,100,102027.23,"[0.23237451204605497, 0.13255589290643113, 0.0967233153266827, 0.07629825322345334, 0.05950080832774733, 0.05253144592090217, 0.046143685185915384, 0.039834785694570406, 0.03333859074957612, 0.03197823429675486, 0.029070225937463032, 0.02618193288908166, 0.025639761839044203, 0.02251488505973739, 0.0199913252631994, 0.020710934111430938, 0.018443673356728835, 0.01840424273490793, 0.017763495130318205]",-938.109639975,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-385.1406588489,"[0.25314038080697504, 0.13003992026299593, 0.08898019802827163, 0.06843132863465934, 0.05608686491716844, 0.04784464888567519, 0.041946611725982595, 0.03751371873561606, 0.034057617086027565, 0.03128529509485709, 0.029010290621306768, 0.027108295620740682, 0.02549325054510112, 0.024103684330829152, 0.02289451815531613, 0.021831942803146872, 0.020890104250947197, 0.020048893688062192, 0.019292435806321017]",0.0050752914807012574,0.015085509389279148,0.1044
28,0.316227766,1.9952623150000002,100,99895.69,"[0.21445709946848898, 0.13216907112123513, 0.09515565679574792, 0.07723614274867122, 0.06274867122247532, 0.053718046064287525, 0.047137433561123765, 0.04227790432801822, 0.03739812705644141, 0.032032396861554034, 0.030189825360668186, 0.026828650974436853, 0.025310048089091368, 0.024287522146292078, 0.023082763857251328, 0.02022779043280182, 0.020055682105796002, 0.019073652239939256, 0.016613515565679575]",-1573.4965955498,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-131.3654897579,"[0.21950519612542052, 0.1276617570589468, 0.09366912091213934, 0.07481549358277773, 0.06242232718315109, 0.053510319731721705, 0.046746369642122754, 0.041426778785281025, 0.0371358487848922, 0.03360757628294086, 0.030661550526379686, 0.028170021880406588, 0.02603954168202145, 0.02420002284754009, 0.022597857108170596, 0.021191386209020047, 0.019947810823511682, 0.018841016140774224, 0.017850004692781564]",0.003432824134104258,0.020382769004611737,0.075
58,0.3981071706,1.9952623150000002,100,98924.08,"[0.21867353637430623, 0.12772285106129025, 0.09697825697746126, 0.07373331476655592, 0.06585569635361754, 0.055580974357954206, 0.046082078418110566, 0.040631403051582485, 0.03752809882830373, 0.03409656050448587, 0.03046609242276552, 0.026875410292625673, 0.024100340169886013, 0.024130179633571384, 0.02317531679563946, 0.019664206568660605, 0.020032226620780202, 0.017973303626489488, 0.016700153175913585]",-1530.2916542551,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-134.1141699766,"[0.22129178299529112, 0.12929260435046275, 0.09467350575036765, 0.07530002131631877, 0.06253614593079845, 0.05337737453745221, 0.04645857041103145, 0.04104879306602636, 0.03671152527568404, 0.03316562494346296, 0.03022002236069643, 0.027739661931443393, 0.025626219376435375, 0.02380645114189986, 0.0222247816252117, 0.020838389184481238, 0.019613840762798148, 0.01852472599931052, 0.017549959040827783]",0.0009297330205683094,0.026709294686274542,0.0346
10,0.5011872336000001,1.9952623150000002,100,99429.72,"[0.21968037640950758, 0.1258315080717125, 0.08962034558286688, 0.07619453232741137, 0.05985844082096212, 0.05235458749087369, 0.04701062707877018, 0.04226494686460615, 0.03681958302912306, 0.036292285227549285, 0.03014723777074714, 0.029822746815932506, 0.02757159081690598, 0.02457004948487061, 0.022349314512857953, 0.022643384440658717, 0.019104404964711608, 0.019388334550174413, 0.018475703739758254]",-1679.4425209349,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-129.5365527402,"[0.2175323405052123, 0.1251974537385313, 0.09190283442366154, 0.07376657145872602, 0.06195057098823891, 0.05346664344109169, 0.04700447984157059, 0.04188771938979999, 0.03772527275004072, 0.03427131705106264, 0.03136124572799212, 0.028879324894367973, 0.0267410299742684, 0.02488275943537663, 0.02325551252807822, 0.021820820384017264, 0.020548021503163233, 0.019412373951710048, 0.018393708013090416]",0.0007444675551616748,0.031258473735593005,0.027600000000000003
22,0.6309573445000001,1.9952623150000002,100,99973.52,"[0.20673918542878827, 0.12610169491525425, 0.09296230710852517, 0.074363774348596, 0.06240323804705287, 0.05472299519352391, 0.04914748292436125, 0.04323804705287124, 0.03636731596256008, 0.03507209714141159, 0.03137869972173033, 0.029911459650898052, 0.02781684796357197, 0.025024032380470528, 0.024234758411333164, 0.02336453326587402, 0.020996711358461928, 0.018244371363521375, 0.01791044776119403]",-2189.131562713,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-150.8057225265,"[0.2170804828745916, 0.12425622301122025, 0.09113015407310551, 0.07323813206882061, 0.06164499689171324, 0.05334269070327389, 0.04702056298035693, 0.04200746505515446, 0.03791874214751895, 0.03451473713569976, 0.031636241536191836, 0.029172035575295605, 0.027041260912741494, 0.02518322846676591, 0.023551206574727108, 0.022108460747441185, 0.02082562836113808, 0.019678917460642435, 0.01864883342360135]",0.0007420017596469723,0.034923768921111494,0.015600000000000001
20,0.7943282347,1.9952623150000002,100,98675.39,"[0.2102570362007059, 0.125130959283106, 0.08789275070438295, 0.07218780832646751, 0.061680550893574604, 0.0528007486293776, 0.04698259640128976, 0.042954644858767405, 0.0390385808590929, 0.03538697832433147, 0.0324880738050919, 0.030443583249417677, 0.027270045670460673, 0.026374945327677927, 0.0243914843408298, 0.02340483964480791, 0.0219401299929816, 0.02014992930741611, 0.019224314180220317]",-2228.5648701542,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-117.1243059796,"[0.21705585320367018, 0.12242014109979696, 0.08937066423321999, 0.07187695535524785, 0.060717233823345526, 0.05280609928676462, 0.046812435068941685, 0.04206380094361135, 0.03818116499398519, 0.03493274206699617, 0.03216751103583288, 0.02978193491729774, 0.027702008126146985, 0.025872969681458968, 0.024253107151520337, 0.022809863316347375, 0.021517299164006163, 0.020354387057233938, 0.019303829474576047]",0.0007583234951221687,0.03779072884430144,0.0151
15,1.0,1.9952623150000002,100,99612.69,"[0.219378591062905, 0.11855593375078148, 0.08742594595667404, 0.07248117017792817, 0.060850840023419436, 0.05316013535640214, 0.04578698236595846, 0.040835160909388615, 0.0374115568963293, 0.03670698911393159, 0.033462007918944936, 0.02890712605809211, 0.0283216401544095, 0.027200285796508916, 0.024818648222206786, 0.022962955612229708, 0.02142481467882625, 0.019668356967778428, 0.020640858977285133]",-2130.9045619321,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-123.0219114389,"[0.21793655259785596, 0.12157768375729566, 0.08832424141616291, 0.07094326220687097, 0.05998072028811441, 0.05227981549294265, 0.04648331600563453, 0.041909121011679415, 0.03817543181220527, 0.035050806380752426, 0.03238599045574804, 0.030079822696443242, 0.02806086680487195, 0.02627690774479282, 0.024688642298079874, 0.02326572939050374, 0.021984228939433893, 0.0208248893623608, 0.01977197133825141]",0.0007056550032512443,0.039286131244550375,0.056600000000000004
11,1.2589254118,1.9952623150000002,100,99778.39,"[0.2188237167683564, 0.12059441220675034, 0.0879972926972499, 0.06943435288496949, 0.05872458171177179, 0.05278245030805522, 0.04462072878201236, 0.042331465427146685, 0.03897719694632175, 0.03189043386517234, 0.03248763300122426, 0.03016850968955598, 0.027301953836506784, 0.02725218724183579, 0.025619842936627217, 0.02465437100000995, 0.023479879365774517, 0.022345201007275876, 0.02051379032338333]",-2222.4684342585,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-125.7332792342,"[0.22102556264995157, 0.12103980446644039, 0.08703517423914683, 0.06956375332091533, 0.05873392798944126, 0.051247165463266846, 0.045688721762325586, 0.04135031364883324, 0.0378376742991371, 0.034913574757499545, 0.03242646915054252, 0.030274816473579415, 0.02838786874723821, 0.026714692052632775, 0.02521757873707521, 0.02386792941214293, 0.022643588046541114, 0.02152706484705163, 0.02050431993623858]",0.0006849914319973577,0.03856788364963589,0.054
59,1.5848931925,1.9952623150000002,100,99943.15,"[0.22835939883664852, 0.12102989084967963, 0.08681830260917493, 0.06492918516185546, 0.058787634223398916, 0.049496569983169786, 0.04554983612688602, 0.040707459425410666, 0.03886696258968731, 0.03334547208251725, 0.0328336761709792, 0.031180181687548596, 0.028699939962402686, 0.026072064801236184, 0.025127210810704407, 0.022538704565810065, 0.022548546794878103, 0.02129858370323711, 0.021810379614775156]",-1961.8412608929,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-128.7402948523,"[0.22645371638460124, 0.12169866585998296, 0.0864167584871072, 0.0685154873353994, 0.05757568675352175, 0.05012407608621792, 0.04467192207839468, 0.04047470031872795, 0.03711864849848678, 0.03435538767338473, 0.03202675006251418, 0.030027192895715475, 0.028283559744860808, 0.026743515472060293, 0.025368607265270956, 0.024129927673541846, 0.023005308446027013, 0.021977449591280857, 0.021032639372904092]",0.0006743231207688588,0.035488026534596095,0.0258
57,1.9952623150000002,1.9952623150000002,100,98949.43,"[0.2311764705882353, 0.1232657200811359, 0.08377281947261664, 0.07025354969574037, 0.05783975659229209, 0.04935091277890467, 0.04635902636916836, 0.03904665314401623, 0.03766734279918864, 0.035020283975659226, 0.03169371196754564, 0.02828600405679513, 0.02766734279918864, 0.02539553752535497, 0.023955375253549696, 0.024046653144016227, 0.022657200811359027, 0.021166328600405678, 0.021379310344827585]",-1677.5894978908,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-125.5871997754,"[0.2306159474115408, 0.12266209699687329, 0.08643565315445631, 0.06814704514682053, 0.057037871414148615, 0.04952192742315945, 0.044062213954428955, 0.0398901848759662, 0.036578829361423884, 0.03387190457080817, 0.03160631423952019, 0.029673297951358684, 0.027997532995163426, 0.026525192556315334, 0.02521678070479835, 0.024042654227771045, 0.02298012495004832, 0.022011528005137615, 0.021122900060260876]",0.0006929306015224762,0.030164821519989022,0.0732
36,2.5118864315,1.9952623150000002,100,99344.52,"[0.23850193203210146, 0.12575052016248886, 0.09018131378182899, 0.06717526998910135, 0.05496879025066878, 0.04803329039928663, 0.044228673337957, 0.03970078272069751, 0.03603487565639552, 0.032210442881204795, 0.03162587932230258, 0.02840582581987516, 0.027662736550084218, 0.026097295155057963, 0.023323095214505103, 0.022926780937283266, 0.021955810958089766, 0.020459724561577332, 0.02075696026949371]",-1314.9817285355,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-117.6766612041,"[0.24000856337466397, 0.12545910942795885, 0.08717516125591913, 0.06795913935840996, 0.056371086106922416, 0.04859767012659177, 0.04300460220478628, 0.03877473448600883, 0.0354540932851669, 0.03277029200237033, 0.03054999162195405, 0.028677630824700144, 0.027073203830338937, 0.02567956202510408, 0.024454794929113018, 0.02336746817799136, 0.022393542452410636, 0.0215143192175522, 0.020715035292036745]",0.0006831165098457326,0.022220746208756487,0.13140000000000002
44,3.1622776602,1.9952623150000002,100,99993.46,"[0.2504408472191952, 0.12828158744625626, 0.08671316201382973, 0.06684036377325593, 0.05575478987933665, 0.04905787481920311, 0.04351013453270195, 0.03712032652414258, 0.034098789403816054, 0.030869212022745736, 0.029095916466881974, 0.027877394939668326, 0.028412355610152366, 0.025242218303580272, 0.0235184561431317, 0.021804600661766163, 0.020625705850884666, 0.020536545739137328, 0.02019971865031404]",-949.0212329972,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-119.5298070117,"[0.24859785815117072, 0.12840176838143258, 0.08829321650328695, 0.06820731822978898, 0.056130637584109404, 0.04805868697667205, 0.04227525618416273, 0.03792223962636647, 0.034522911692598295, 0.03179123680499548, 0.029545192146161962, 0.02766342908306216, 0.02606193684615246, 0.0246807076124607, 0.02347573553140521, 0.022414016179006815, 0.021470310721212294, 0.020624988841624524, 0.019862552904329953]",0.0006212510330095517,0.014125359986877205,0.19
14,3.9810717055,1.9952623150000002,80,98875.73,"[0.26631675263692395, 0.13309804631333394, 0.08807175248609896, 0.06863543583401205, 0.055775089740882626, 0.04745960403406634, 0.040662423456305996, 0.03623822308024896, 0.03306084281017164, 0.0311805576503474, 0.02628377223412064, 0.02501684212643158, 0.0238806270298533, 0.02202045187173841, 0.021688636843534132, 0.021356821815329854, 0.019929011693965992, 0.019476536655505614, 0.019848571687128592]",-438.0100068842,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-125.6899659846,"[0.2621502664493269, 0.13338961785500222, 0.09046120502948998, 0.06899148800605978, 0.056105267082824116, 0.04751079979792659, 0.04136876686079706, 0.036759508278494904, 0.03317210177263118, 0.030299993883464358, 0.027948105174071328, 0.02598638262641471, 0.02432478953371848, 0.022899013922103327, 0.021661893742630167, 0.020578057387775964, 0.01962045596908086, 0.01876805153658261, 0.01800423509160568]",0.0022258457983560928,0.00563096670095226,0.0623
49,5.0118723363,1.9952623150000002,77,99832.83,"[0.2687394457137181, 0.13451872454554484, 0.09439753650541373, 0.06670308930167876, 0.054246548127545445, 0.04907122280719182, 0.04231647958676865, 0.035899473527366645, 0.03268103705175325, 0.026760703287970596, 0.02533028707658687, 0.024416410052647265, 0.024605145524982615, 0.023383331677759016, 0.020631767160027813, 0.020154961756233238, 0.019698023244263434, 0.01957882189331479, 0.01686699115923314]",-332.6879587724,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-155.0167032163,"[0.26757988933216276, 0.1354494945618432, 0.09140248856741846, 0.06937697857306593, 0.05616008140296888, 0.047347493195270485, 0.04105165403074348, 0.03632878364585594, 0.03265455955452268, 0.02971438823866491, 0.027308073801518923, 0.02530215229429048, 0.023604225578254576, 0.022148294967791818, 0.020885961474351147, 0.019780925783843144, 0.01880542963767707, 0.01793788326155277, 0.01716124209820317]",0.0013463566581050175,0.002089160184892154,0.1976
