,Tau,Kappa,Positive hit,Mean SNPs,SFS observed,M0 LL,M0 SFS,M1 LL,M1 SFS,d2 observed inferred,d2 models,Time
60,6.3095734448,1.9952623150000002,67,98782.04,"[0.27378117048346057, 0.13879898218829517, 0.09612213740458016, 0.07089058524173028, 0.05607124681933842, 0.045251908396946566, 0.03964376590330789, 0.03564376590330789, 0.03161323155216285, 0.029190839694656488, 0.02623918575063613, 0.024559796437659032, 0.022381679389312976, 0.02087531806615776, 0.019826972010178117, 0.019236641221374046, 0.01773027989821883, 0.01648854961832061, 0.015653944020356234]",-140.0968434731,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-140.0968434724,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",0.0009130659368875567,0.0005508907520113008,0.23140000000000002
54,7.9432823472,1.9952623150000002,43,99881.43,"[0.28156942995208234, 0.13719848851698394, 0.09452847200413328, 0.07141048110139701, 0.05632604269027768, 0.04668172746705028, 0.040177893041302384, 0.0355178247611715, 0.03120219631044159, 0.02764636160103737, 0.02538724154349566, 0.02321929673491303, 0.0219732349991389, 0.02049416984935823, 0.018559228454782143, 0.01919745519749572, 0.017728520630932724, 0.0165635035609, 0.01461843158310624]",-115.7983448414,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-115.7983448391,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",0.0006451473427489857,0.0001244804896662477,0.12480000000000001
37,10.0,1.9952623150000002,20,100970.26,"[0.28482889243675813, 0.13999980167190584, 0.09441408922780957, 0.06992056959828645, 0.05489721646519838, 0.04832264014358954, 0.038525232291780294, 0.03563955852166239, 0.03207956923137947, 0.028053508919806035, 0.026724710688892636, 0.022272244974861913, 0.02089386472040697, 0.01953531727536864, 0.017790030046706266, 0.018266017472705096, 0.01680830598058368, 0.015727417867378003, 0.015301012464920717]",-119.1156665549,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-119.1161908664,"[0.28186124872105994, 0.140933018609019, 0.09395595936805584, 0.07046738399814176, 0.056374216969809474, 0.04697875633913509, 0.04026770003675491, 0.035234396746105165, 0.03131959562300879, 0.028187746115858437, 0.025625316060574565, 0.023489950615331687, 0.021683096454116656, 0.020134358336009166, 0.01879211308621353, 0.017617643295444803, 0.01658134155462899, 0.01566017986013864, 0.014835978210593561]",0.0005920588903220755,7.571204671884568e-05,0.21480000000000002
51,12.5892541179,1.9952623150000002,13,99515.32,"[0.2799209205657221, 0.13647285446342577, 0.09298930399959446, 0.07375678004765043, 0.05728189790642267, 0.046677143001976985, 0.04046231053885538, 0.0368124904952603, 0.030536827698078774, 0.027870431388452375, 0.02500126729862625, 0.02433213362396715, 0.022243625487909972, 0.02054037613423227, 0.019323769453033914, 0.018766158057484664, 0.016353221473107922, 0.016353221473107922, 0.014305266893090689]",-126.4535197628,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-122.1225864673,"[0.2792773009419158, 0.13993775362295247, 0.09349025221254056, 0.07026644564107655, 0.05633213165945883, 0.047042566160592277, 0.04040714334464827, 0.03543055999120266, 0.0315598697985588, 0.02846330486864291, 0.025929740243817268, 0.02381842589658255, 0.022031919478769667, 0.020500619325059446, 0.019173484188205445, 0.01801223318154606, 0.016987592636686383, 0.016076794147971533, 0.015261862659772418]",0.0005738951174125375,6.0436619530193316e-05,0.2772
26,15.8489319246,1.9952623150000002,7,99585.91,"[0.28260629042154073, 0.14079520423250622, 0.09225415153740156, 0.07243942426650306, 0.05783486386175959, 0.04680097766065519, 0.04099737480009254, 0.033594512225787306, 0.030275293951981974, 0.027760734653644602, 0.02445157461703262, 0.022993130223996943, 0.02124299695235413, 0.02026734794459923, 0.020559036823206363, 0.01828587521750938, 0.016223936592872735, 0.015248287585117832, 0.015368986431438025]",-122.7720757519,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-122.7720757515,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",0.0005813847661449495,2.9048616128645516e-05,0.1082
46,19.9526231497,1.9952623150000002,5,99073.84,"[0.28310950103076277, 0.1395832916358105, 0.09584092228248904, 0.07194323799611713, 0.05646178171847167, 0.04711486500010007, 0.0406700958709445, 0.03567640053639693, 0.030982927366251026, 0.026399535656385725, 0.025018513700138103, 0.02318715849728799, 0.02266677341232512, 0.01997478133819026, 0.018223485379180594, 0.01682244861197286, 0.015921782118767887, 0.015221263735164022, 0.0151812341132438]",-114.0827195574,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-114.0827195581,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",0.0005649230357126549,3.51007018429642e-05,0.255
52,25.1188643151,1.9952623150000002,14,101065.36,"[0.2791078844432825, 0.14214320908204206, 0.09355549075405484, 0.07096099508290682, 0.0562700479642832, 0.04540015485324136, 0.04024173194300596, 0.03411799012559201, 0.03095053746141238, 0.030749429355750185, 0.025309455097587707, 0.022725215939828455, 0.021357680821325505, 0.019648261923196814, 0.019276211927721748, 0.01875333085300003, 0.01751651600317751, 0.015927761968446138, 0.015988094400144797]",-126.7848175721,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-123.5866518857,"[0.2782210722639655, 0.13953105828286777, 0.09330004691995615, 0.0701844664362569, 0.05631507281252124, 0.04706877485187715, 0.04046424648752835, 0.03551082447802298, 0.03165814013088153, 0.0285759722916454, 0.02605418013991577, 0.023952669823167246, 0.02217445324910769, 0.020650253248586267, 0.01932926649025106, 0.018173390517198865, 0.017153488156503704, 0.016246897171803314, 0.015435726247942982]",0.0005500737046537284,4.8312410922003524e-05,0.1097
43,31.6227766017,1.9952623150000002,8,102969.14,"[0.2816164708884113, 0.13698589807754585, 0.09308053895447542, 0.07131431487424068, 0.05862552869942395, 0.04719286366178938, 0.040853377297573136, 0.034602211950815004, 0.032089969676450676, 0.02811552389083522, 0.02655518591574175, 0.023444323411939038, 0.021295178653791425, 0.022139135042835694, 0.01992129615999843, 0.01698707569111196, 0.016280507551446992, 0.014170616578836321, 0.014729983022737755]",-132.7543973631,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-132.273105005,"[0.28081526168576815, 0.14053010090804624, 0.09376740164125336, 0.07038600575166516, 0.05635714593861815, 0.047004556380547347, 0.04032412195137211, 0.035313784765367125, 0.03141684590047985, 0.028299285958583446, 0.025748547117912097, 0.023622924173308454, 0.0218243134801919, 0.02028264101874468, 0.018946519176304407, 0.017777407215314716, 0.01674583282851336, 0.015828873119605107, 0.015008430988404391]",0.0005786348551176543,4.0451208949678194e-05,0.3573
16,39.8107170553,1.9952623150000002,13,99489.74,"[0.2834557261637434, 0.14473710829236713, 0.092664522263357, 0.06840848860027109, 0.05532965143331108, 0.04608444093787299, 0.038862252432683944, 0.03619186340555522, 0.031083732880176407, 0.027624365276850558, 0.025388925977625376, 0.023709817725718677, 0.022020594363860734, 0.01884444983916975, 0.01849042099087617, 0.018540996540632397, 0.01656855010013959, 0.016841658068823206, 0.015152434706965265]",-122.4328804401,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-128.3679206108,"[0.27915670233139916, 0.13989131203077548, 0.09346852805260468, 0.07025707870886519, 0.05633017778737036, 0.0470455533193726, 0.040413658902010444, 0.03543972109708061, 0.031571087839716946, 0.028476167863144147, 0.02594394854811532, 0.023833754750136157, 0.022048196010269614, 0.020517707734886072, 0.01919127581437557, 0.018030639708314037, 0.017006541384232753, 0.016096224498709035, 0.015281723618621576]",0.000584799569595537,6.966419886804485e-05,0.23120000000000002
8,50.1187233627,1.9952623150000002,7,100430.29,"[0.28104463514138145, 0.13915070640487148, 0.09264655640185696, 0.07068068088185052, 0.05582909624389558, 0.04622279386643622, 0.041339255210112745, 0.034837918768463996, 0.03379288168974457, 0.029411764705882353, 0.026206314435579494, 0.023523382704636348, 0.022408006591772344, 0.019584396792540044, 0.018107277075503928, 0.01872023151590667, 0.016188026286701903, 0.01593681545047127, 0.01436925983239213]",-120.5748452978,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-118.8348968147,"[0.28042779071447443, 0.14038085341488377, 0.09369756217068273, 0.07035586926446992, 0.0563508303941053, 0.047014120754606065, 0.04034502851475465, 0.03534319743680524, 0.03145287395885803, 0.028340605898954045, 0.02579419641912159, 0.02367218089535171, 0.021876622306110757, 0.02033756565602605, 0.0190037105404592, 0.017836581697949265, 0.016806756869732025, 0.01589135208610592, 0.015072301006549037]",0.0005738215338345852,3.33482013035636e-05,0.2793
18,63.095734448,1.9952623150000002,7,100495.68,"[0.2787011634659671, 0.13954582774295612, 0.09109477942207181, 0.07288183110719507, 0.05708192322326131, 0.04764002643330596, 0.04003043835232393, 0.036536035404609805, 0.030408314476240064, 0.02865610669443499, 0.025632296693834232, 0.02505156497186455, 0.022808739011154055, 0.02095640507038869, 0.01907403328193524, 0.018242986162564832, 0.0161603620561908, 0.015509542022948916, 0.013987624406752509]",-125.1841755943,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-122.5049316493,"[0.27828224865035484, 0.1415072307856018, 0.0944374916406038, 0.070834834408798, 0.056668684260865014, 0.047224182087496305, 0.040478057220692455, 0.035418448055560985, 0.03148318621349143, 0.028334968014496142, 0.025759145331714063, 0.023612619328696086, 0.021796321584577876, 0.020239488941599194, 0.018890228393733534, 0.017709620197112072, 0.016667902195494008, 0.015741926023045447, 0.014913416666067122]",0.0005913678087308958,3.424727418975855e-05,0.2604
42,79.4328234724,1.9952623150000002,10,99826.09,"[0.2799467344591732, 0.13986239735286404, 0.09379981034239251, 0.07047595988943366, 0.0576639832132841, 0.048776304904868555, 0.040070213667453544, 0.034985775679438294, 0.03139438694187196, 0.029084195871920585, 0.025018663115630613, 0.023142263381958315, 0.022617678510178964, 0.022103181809010754, 0.01795694368783165, 0.018128442588221053, 0.015212961281601194, 0.015424812864435164, 0.014335290438431895]",-124.0414037085,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-127.9373121032,"[0.27930993292514966, 0.13995032014853873, 0.0934961306585002, 0.07026898044335689, 0.05633266059454915, 0.04704175808917787, 0.040405380516737456, 0.035428081295670266, 0.03155683446680701, 0.02845982441004704, 0.025925895735848914, 0.023814278119477998, 0.0220275152080021, 0.020495995340665676, 0.01916866989191617, 0.01800725246227525, 0.016982465139783114, 0.01607153629566383, 0.015256488257832572]",0.0005617600758221097,4.994061057466921e-05,0.2227
32,100.0,1.9952623150000002,8,99499.15,"[0.28384882475959855, 0.14073866535917628, 0.09409928254800524, 0.0709446951579495, 0.05450433773277165, 0.04392767443489398, 0.04385763030709347, 0.03523219628365871, 0.031709977285689986, 0.027887569168576203, 0.02596635880604781, 0.022694297407366643, 0.022644265887509132, 0.019552317960314997, 0.0185817064750793, 0.017000710447581977, 0.016650489808579406, 0.015880004402773748, 0.01427899576733342]",-132.1424151816,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-133.5277398608,"[0.280759543955284, 0.14113689023881523, 0.09410203644154654, 0.0705771339769776, 0.056462003179603926, 0.047051895105998776, 0.04033037616587327, 0.035289225878115824, 0.03136832151424919, 0.028231589406057935, 0.025665164473941866, 0.023526469955718752, 0.021716798876335094, 0.020165646253609833, 0.01882130841036087, 0.017645007599313832, 0.016607090249855926, 0.015684492451722303, 0.0148590058666193]",0.0005858471906884486,4.304029831229858e-05,0.24910000000000002
56,125.8925411794,1.9952623150000002,6,98563.59,"[0.2820402827143849, 0.1402336887690485, 0.09109572251501409, 0.07114842505208972, 0.05911672182048454, 0.04670711279977122, 0.04024185970502921, 0.03510438370715365, 0.030436736528169302, 0.0292417371409895, 0.025329901540221432, 0.023266740205090494, 0.021152510520080076, 0.020304775912080728, 0.01929362258446705, 0.017649221718347836, 0.0163010172815296, 0.017128324549577155, 0.014207214936470973]",-119.1497111139,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-120.427784484,"[0.2797530001340137, 0.14012095345268524, 0.09357595668384545, 0.07030340724534574, 0.056339851345811265, 0.047030794436109136, 0.04038145192911599, 0.035394431210087465, 0.031515625174632605, 0.028412569543359495, 0.02587369606992044, 0.023757959256750318, 0.021967712255293502, 0.02043320726072382, 0.019103295877249623, 0.017939616856902818, 0.016912835078421437, 0.01600013433948274, 0.015183501850249232]",0.0005917162719583989,4.001586210258944e-05,0.0813
40,158.4893192461,1.9952623150000002,7,99409.21,"[0.2777738823835806, 0.13973335470235293, 0.09620065509400699, 0.0713992367253313, 0.05650436228501598, 0.04918213416405397, 0.04047759758797191, 0.03568960163473, 0.03159275990904811, 0.02700509851451925, 0.02560275660352789, 0.02298839061232258, 0.021906583995272105, 0.020714593370929454, 0.01858103032063546, 0.017759658629911954, 0.01683811965983192, 0.014954974807929242, 0.015095208999028378]",-113.6538287346,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-109.2790495027,"[0.27748261180800843, 0.141624724989346, 0.09454570651671677, 0.07091826444934698, 0.056735643853949594, 0.04728000595239091, 0.04052590946259324, 0.03546031934383738, 0.03152040532874797, 0.028368465349741766, 0.02578959755337797, 0.02364053394731418, 0.021822088992921745, 0.02026341587689448, 0.01891256024577754, 0.01773055634514343, 0.01668760683420749, 0.01576053598135336, 0.014931047168330804]",0.0006039321216865758,4.940441563165357e-05,0.0854
2,199.5262314969,1.9952623150000002,8,100006.12,"[0.28247308532618903, 0.14443466827479165, 0.09097110318033079, 0.07219756210888456, 0.05648868545668443, 0.04762093066938203, 0.039919725564244266, 0.034729568080037174, 0.03129912113333268, 0.028936363726236494, 0.024349253111622986, 0.02370666218500687, 0.02021689915276858, 0.02006860893893409, 0.01913932359890463, 0.017804711674394236, 0.01523434796792977, 0.015975799037102213, 0.014433580813223533]",-124.0528227333,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-134.1289921713,"[0.27976005166955314, 0.14012366926424544, 0.0935772272887802, 0.07030395527331222, 0.056339965916157426, 0.047030620052718325, 0.040381071181617254, 0.03539389571700786, 0.031514969376258216, 0.028411817500413817, 0.02587286530142548, 0.023757062901973883, 0.02196676042136693, 0.020432207888964965, 0.019102255348642752, 0.017938540305376557, 0.016911726754918078, 0.01599899778645433, 0.015182340050813467]",0.0005880482491260623,5.170198999876136e-05,0.08360000000000001
4,251.188643151,1.9952623150000002,9,99896.34,"[0.28685358880473494, 0.1384561368310177, 0.09388574008125596, 0.07106385113106285, 0.058283593318954705, 0.04577418869438732, 0.040176556151878415, 0.034679239604754976, 0.030365651803180016, 0.02816873150423835, 0.0253699152329839, 0.02348397451973717, 0.02138737021618097, 0.01957165069970407, 0.01880924913477454, 0.018227416361538847, 0.015789737673672068, 0.014846767317048704, 0.014806640918894517]",-114.7158061043,"[0.2818616917981988, 0.1409331892865289, 0.09395603924379033, 0.0704674184729001, 0.05637422420393998, 0.046978745412816214, 0.040267676138661355, 0.03523436311915922, 0.03131955442915895, 0.028187698868468846, 0.025625263860273865, 0.02348989428759141, 0.021683036633914982, 0.020134295522257595, 0.018792047678041327, 0.017617575617144502, 0.016581271873265076, 0.015660108398264868, 0.01483590515562362]",-125.1535023086,"[0.2798197272680103, 0.14014665256779554, 0.09358798024002271, 0.07030859349595477, 0.05634093564677681, 0.047029144452077454, 0.04037784918294608, 0.03538936418158743, 0.03150941947049249, 0.028405453107855232, 0.025865834680720692, 0.02374947724711889, 0.02195870526622401, 0.020423750438714767, 0.019093449339501464, 0.017929429448656806, 0.016902347025170864, 0.015989379162473377, 0.015172507777900298]",0.0005951231592328034,5.170855397911851e-05,0.20140000000000002
